session.code,participant.code,session_type,session_discount,d_n_dutch_irrational_bid,d_round_dutch_irrational_bid,d_n_dutch_predicted_win,d_diff_dutch_predicted_win,d_round_dutch_predicted_win,d_n_dutch_predicted_lose,d_round_dutch_predicted_lose,d_n_dutch_lucky_win,d_diff_dutch_lucky_win,d_round_dutch_lucky_win,d_n_dutch_greedy_lose,d_diff_dutch_greedy_lose,d_round_dutch_greedy_lose,h_n_dutch_irrational_bid,h_round_dutch_irrational_bid,h_n_dutch_predicted_win,h_diff_dutch_predicted_win,h_round_dutch_predicted_win,h_n_dutch_predicted_lose,h_round_dutch_predicted_lose,h_n_dutch_lucky_win,h_diff_dutch_lucky_win,h_round_dutch_lucky_win,h_n_dutch_greedy_lose,h_diff_dutch_greedy_lose,h_round_dutch_greedy_lose,h_n_contest_correct_bid,h_round_contest_correct_bid,h_n_contest_correct_leave,h_round_contest_correct_leave,h_n_contest_irrational,h_round_contest_irrational,h_n_contest_regret,h_diff_contest_regret,h_round_contest_regret,h_n_english_irrational,h_diff_english_irrational,h_round_english_irrational,h_n_english_correct,h_diff_english_correct,h_round_english_correct
btnhfeao,x2pym7dx,05_D2H1,0.019,0,[],5,"[-3.4292210400000016, -0.09394946999999831, -0.4285332899999972, -2.5933353399999994, 2.0729110199999994]","[6, 8, 9, 13, 14]",19,"[3, 4, 5, 7, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27]",0,[],[],1,[0.5752667900000006],[24],0,[],1,[-3.501148709999999],[16],19,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18, 21, 22, 23, 25, 26, 27]",2,"[-3.501148709999999, 16.17233142]","[14, 24]",3,"[2.632882819999999, 11.916103790000001, 4.295326729999999]","[3, 19, 20]",9,"[3, 8, 13, 14, 16, 19, 20, 22, 24]",15,"[4, 6, 7, 9, 10, 11, 12, 15, 17, 18, 21, 23, 25, 26, 27]",0,[],1,[2],[5],0,[],[],9,"[0, 3, 0, 1, 9, 10, 1, 0, 5]","[3, 8, 13, 14, 16, 19, 20, 22, 24]"
btnhfeao,twmqn1o6,05_D2H1,0.019,1,[3],2,"[0.7375491499999995, -1.5953266100000008]","[4, 23]",22,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27]",0,[],[],0,[],[],0,[],4,"[8.17908839, 1.172331419999999, 1.632882819999999, 5.561739750000001]","[4, 5, 12, 22]",16,"[3, 6, 7, 8, 9, 10, 14, 15, 16, 18, 19, 20, 21, 23, 24, 25]",3,"[-0.28508448999999914, 3.9699033200000002, 7.443200990000001]","[11, 17, 26]",2,"[2.0, 0.172331419999999]","[13, 27]",12,"[4, 5, 7, 11, 12, 13, 14, 15, 17, 22, 26, 27]",10,"[8, 10, 16, 18, 19, 20, 21, 23, 24, 25]",3,"[3, 6, 9]",0,[],[],5,"[-7, -34, -36, -1, -1]","[3, 6, 9, 14, 27]",10,"[15, 2, 1, 0, 12, 11, 0, 7, 6, 1]","[4, 5, 7, 11, 12, 13, 15, 17, 22, 26]"
btnhfeao,fjxddq96,05_D2H1,0.019,0,[],5,"[-5.595326610000001, -1.9281182799999996, -2.9270889800000006, -3.5953266100000008, 2.571466710000003]","[8, 19, 21, 22, 27]",19,"[3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20, 23, 24, 25, 26]",1,[-3.5933353399999994],[11],0,[],[],0,[],6,"[10.916103790000001, 0.02939363000000128, 1.916103790000001, -4.188261150000001, -1.7658102000000007, 0.44237164000000107]","[3, 8, 9, 21, 25, 27]",14,"[4, 5, 6, 10, 12, 13, 14, 15, 16, 18, 19, 22, 23, 24]",3,"[-4.7868984900000005, -0.030096679999999765, -1.9706063699999987]","[7, 11, 26]",2,"[7.0, 2.0]","[17, 20]",14,"[3, 7, 8, 9, 11, 14, 17, 20, 21, 22, 24, 25, 26, 27]",10,"[4, 5, 6, 10, 12, 15, 16, 18, 19, 23]",0,[],1,[12],[13],4,"[-13, -3, -7, -1]","[7, 11, 14, 22]",10,"[14, 12, 8, 13, 1, 4, 0, 11, 1, 7]","[3, 8, 9, 17, 20, 21, 24, 25, 26, 27]"
btnhfeao,33m18t0c,05_D2H1,0.019,0,[],3,"[-4.928897980000002, -1.7621147199999996, -0.09567658999999651]","[4, 20, 25]",20,"[3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 21, 22, 23, 24, 26, 27]",2,"[-0.9202080499999994, -1.9202080499999994]","[12, 17]",0,[],[],0,[],0,[],[],16,"[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 19, 21, 25]",1,[-4.911102469999999],[27],8,"[2.916103790000001, 1.0, 4.0, 6.498851290000001, 8.916103790000001, 10.916103790000001, 28.0, 5.261165299999998]","[6, 14, 17, 20, 22, 23, 24, 26]",12,"[6, 9, 10, 14, 17, 19, 20, 22, 23, 24, 26, 27]",12,"[3, 4, 5, 8, 11, 12, 13, 15, 16, 18, 21, 25]",0,[],1,[1],[7],0,[],[],12,"[4, 0, 1, 10, 1, 1, 2, 0, 15, 16, 9, 0]","[6, 9, 10, 14, 17, 19, 20, 22, 23, 24, 26, 27]"
btnhfeao,vmyntsgr,05_D2H1,0.019,0,[],3,"[-4.0956765899999965, -3.7587100500000012, -0.9288979800000021]","[10, 23, 26]",22,"[3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 27]",0,[],[],0,[],[],0,[],1,[4.916103790000001],[19],13,"[4, 5, 8, 10, 11, 12, 13, 14, 16, 20, 21, 26, 27]",4,"[0.7059705100000002, -3.9038624499999983, 0.7149155100000009, -4.438260249999999]","[6, 18, 23, 24]",7,"[4.295326729999999, 1.7149155100000009, 11.763910889999998, 7.70597051, 3.916103790000001, 9.0, 2.7639108899999982]","[3, 7, 9, 15, 17, 22, 25]",15,"[3, 5, 6, 7, 9, 11, 15, 17, 18, 19, 21, 22, 23, 24, 25]",10,"[4, 8, 10, 12, 13, 14, 16, 20, 26, 27]",0,[],0,[],[],0,[],[],15,"[1, 0, 1, 0, 2, 1, 2, 0, 0, 13, 0, 2, 1, 0, 1]","[3, 5, 6, 7, 9, 11, 15, 17, 18, 19, 21, 22, 23, 24, 25]"
btnhfeao,h9fyesiy,05_D2H1,0.019,0,[],5,"[-4.595326610000001, -4.2624508500000005, -3.0956765899999965, -3.4276417399999985, -1.5953266100000008]","[5, 6, 7, 13, 19]",19,"[3, 4, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 20, 21, 22, 23, 25, 26, 27]",1,[-1.923578899999999],[24],0,[],[],0,[],0,[],[],12,"[5, 6, 8, 12, 14, 16, 17, 18, 19, 21, 22, 25]",0,[],[],13,"[6.498851290000001, 2.0888975300000006, 6.82866495, 6.632882819999999, 4.0, 9.96990332, 5.0, 6.96990332, 2.0, 10.96990332, 18.36419608, 11.096137550000002, 6.763910889999998]","[3, 4, 7, 9, 10, 11, 13, 15, 20, 23, 24, 26, 27]",16,"[3, 4, 7, 9, 10, 11, 13, 15, 18, 19, 20, 22, 23, 24, 26, 27]",9,"[5, 6, 8, 12, 14, 16, 17, 21, 25]",0,[],0,[],[],2,"[-8, -1]","[11, 22]",14,"[4, 1, 0, 0, 10, 18, 1, 0, 0, 0, 11, 9, 6, 8]","[3, 4, 7, 9, 10, 13, 15, 18, 19, 20, 23, 24, 26, 27]"
btnhfeao,kv2ymuk3,05_D2H1,0.019,0,[],3,"[-0.5953266100000008, -4.594474929999997, -3.5953266100000008]","[3, 18, 24]",20,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 19, 20, 21, 22, 23, 25, 26, 27]",2,"[-5.094929499999999, -4.0956765899999965]","[14, 15]",0,[],[],0,[],1,[13.96990332],[9],15,"[3, 4, 5, 7, 11, 12, 14, 15, 16, 17, 19, 20, 21, 22, 27]",4,"[-7.464135550000002, -8.827668580000001, -1.2360891100000018, -3.2360891100000018]","[6, 8, 10, 13]",5,"[5.0, 0.632882819999999, 19.09613755, 5.70597051, 0.23418979999999934]","[18, 23, 24, 25, 26]",13,"[4, 6, 8, 9, 10, 13, 15, 18, 22, 23, 24, 25, 26]",11,"[3, 7, 11, 12, 14, 16, 17, 19, 20, 21, 27]",0,[],1,[1],[5],2,"[-2, -1]","[6, 8]",11,"[1, 5, 0, 1, 1, 12, 1, 1, 2, 5, 4]","[4, 9, 10, 13, 15, 18, 22, 23, 24, 25, 26]"
btnhfeao,9zhvt5x0,05_D2H1,0.019,0,[],4,"[-5.261734359999998, -4.0956765899999965, -4.093949469999998, -4.428533289999997]","[16, 22, 26, 27]",21,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 23, 24, 25]",0,[],[],0,[],[],0,[],1,[-6.635803920000001],[10],18,"[3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 16, 21, 22, 23, 24, 25, 26, 27]",5,"[-7.556799009999999, -6.188261150000001, -1.9706063699999987, 2.2341897999999993, 5.763910889999998]","[13, 15, 17, 18, 20]",1,[4.561739750000001],[19],10,"[6, 10, 12, 13, 15, 17, 18, 19, 20, 22]",15,"[3, 4, 5, 7, 8, 9, 11, 14, 16, 21, 23, 24, 25, 26, 27]",0,[],0,[],[],2,"[-2, -1]","[13, 15]",8,"[1, 4, 0, 1, 0, 0, 1, 0]","[6, 10, 12, 17, 18, 19, 20, 22]"
7xbozwc7,y3g9x4fc,02_D1H2,0.019,0,[],4,"[1.4934841500000005, 7.501418510000001, 3.157319379999997, 3.882484451]","[5, 6, 10, 14]",10,"[4, 7, 8, 9, 13, 15, 16, 17, 19, 20]",2,"[-5.840310280000001, -1.4570523409999998]","[3, 12]",2,"[1.328926279, 3.1611421700000015]","[11, 18]",0,[],7,"[-3.128017829999999, -4.489553592, 2.9959319900000008, 4.457004089, 1.510446408, 3.8697487969999997, 3.7219558900000003]","[3, 4, 8, 13, 15, 16, 20]",6,"[7, 9, 10, 17, 18, 19]",4,"[-4.542995911, -3.917422653, -0.6910239899999997, -1.9945536799999992]","[5, 6, 11, 14]",1,[0.670209158],[12],13,"[3, 4, 5, 6, 8, 10, 11, 13, 14, 15, 16, 17, 20]",4,"[7, 9, 18, 19]",0,[],1,[5],[12],0,[],[],13,"[2, 5, 1, 0, 19, 0, 1, 20, 0, 9, 8, 1, 25]","[3, 4, 5, 6, 8, 10, 11, 13, 14, 15, 16, 17, 20]"
7xbozwc7,rye27vup,02_D1H2,0.019,1,[18],7,"[-7.169216429999999, -6.164290019999999, -3.1335391020000003, -5.835183000000001, 2.5045060700000015, 2.1671888300000006, 8.157319379999997]","[4, 8, 9, 13, 15, 16, 17]",8,"[5, 6, 7, 10, 12, 14, 19, 20]",2,"[-7.50110707, -0.47141773499999995]","[3, 11]",0,[],[],0,[],4,"[18.03582066, 18.03582066, 20.0, 9.035820659999999]","[3, 4, 7, 20]",4,"[8, 10, 12, 15]",1,[0.5539440870000001],[18],9,"[3.297944340000001, 9.53914137, 3.3368438559999998, 2.0, 20.0, 20.0, 3.4375282800000004, 0.443519236, 6.72195589]","[5, 6, 9, 11, 13, 14, 16, 17, 19]",16,"[3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 20]",2,"[10, 15]",0,[],0,[],[],0,[],[],16,"[16, 27, 15, 23, 22, 0, 13, 7, 0, 21, 13, 15, 0, 1, 17, 9]","[3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 20]"
7xbozwc7,2m6lnia0,02_D1H2,0.019,0,[],12,"[1.1671888300000006, 1.4934841500000005, -0.1440037400000005, 1.909756068, 1.1611421700000015, -1.5011070699999998, 2.4950093399999993, 4.501418510000001, 3.5045060700000015, 5.825916370000002, 6.5045060700000015, 6.495009339999999]","[4, 5, 6, 10, 11, 13, 14, 16, 17, 18, 19, 20]",5,"[3, 7, 9, 12, 15]",0,[],[],1,[8.16283039],[8],0,[],2,"[16.0, 8.00544632]","[12, 20]",6,"[5, 7, 8, 15, 16, 19]",3,"[0.22927618699999996, 4.353346303, 19.7866616]","[3, 13, 14]",7,"[10.0, 2.0, 6.8756509600000015, 2.57558242, 6.786661599999999, 2.457004089, 7.30897601]","[4, 6, 9, 10, 11, 17, 18]",16,"[3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",2,"[8, 19]",0,[],0,[],[],0,[],[],16,"[0, 27, 0, 20, 0, 8, 0, 14, 39, 0, 9, 0, 0, 0, 20, 28]","[3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]"
7xbozwc7,acicxmao,02_D1H2,0.019,0,[],10,"[-0.842680620000003, -5.5089934199999995, -4.835183000000001, -0.842680620000003, -4.164290019999999, -2.176353640000002, -3.1726989199999984, -1.1740836299999984, -2.5089934199999995, -2.1692164299999988]","[3, 4, 5, 7, 10, 12, 13, 15, 19, 20]",7,"[6, 8, 9, 11, 14, 16, 17]",1,[-3.5049906600000007],[18],0,[],[],0,[],11,"[1.5391413699999994, -3.6631561440000002, -1.5429959110000002, 7.0, -2.128017829999999, -0.7020556599999992, -2.128017829999999, 0.45497431000000077, -2.6910239899999997, 0.45497431000000077, -2.9136953699999992]","[3, 5, 7, 8, 9, 10, 11, 14, 16, 17, 19]",3,"[12, 13, 15]",4,"[-3.1302512030000003, -0.556480764, -2.917422653, -2.917422653]","[4, 6, 18, 20]",0,[],[],16,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20]",1,[12],0,[],1,[1],[13],0,[],[],16,"[4, 0, 0, 0, 8, 18, 17, 15, 17, 23, 0, 16, 6, 0, 2, 0]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20]"
7xbozwc7,b3w77ail,02_D1H2,0.019,2,"[4, 6]",7,"[-14.50651585, -7.17109537, -12.83716961, -7.50110707, -8.16429002, -4.1440037400000005, -9.50651585]","[7, 8, 9, 11, 13, 15, 16]",8,"[3, 5, 10, 12, 14, 17, 18, 19]",1,[-10.50499066],[20],0,[],[],0,[],6,"[-3.095724174, 2.4549743100000008, 4.57558242, 10.0, 8.035820659999999, -3.542995911]","[6, 8, 14, 15, 16, 19]",7,"[3, 4, 5, 7, 12, 17, 18]",4,"[-2.066512689, -1.066512689, -1.72256338, 5.14779549]","[9, 10, 11, 13]",1,[3.7219558900000003],[20],15,"[3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",2,"[4, 7]",0,[],1,[25],[20],4,"[-22, -7, -1, -2]","[3, 5, 12, 18]",11,"[4, 22, 0, 2, 3, 18, 25, 31, 23, 8, 12]","[6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19]"
7xbozwc7,v4q9dxro,02_D1H2,0.019,0,[],8,"[6.830783570000001, 0.157319379999997, 9.16283039, 10.161142170000002, 7.495009339999999, 5.15842713, 0.8289046300000003, 7.15842713]","[3, 5, 7, 8, 12, 17, 19, 20]",10,"[4, 6, 9, 10, 11, 13, 14, 15, 16, 18]",0,[],[],0,[],[],0,[],4,"[7.457004089, 12.57558242, 14.45497431, 0.22927618699999996]","[15, 16, 17, 18]",6,"[3, 4, 6, 8, 11, 14]",0,[],[],8,"[0.8407499139999999, 8.457004089, 0.030616436, 16.0, 6.6371257, 14.57558242, 2.1913364600000005, 10.14779549]","[5, 7, 9, 10, 12, 13, 19, 20]",14,"[5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",2,"[4, 14]",1,[3],1,[1],[9],1,[-15],[3],14,"[0, 5, 0, 0, 1, 4, 9, 19, 23, 27, 37, 6, 2, 25]","[5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]"
7xbozwc7,8fqiz9o2,02_D1H2,0.019,1,[11],7,"[2.492162610000001, 3.8247088200000015, 9.15968972, 2.8307835700000012, 7.8247088200000015, 8.82890463, 5.830783570000001]","[7, 9, 12, 13, 14, 15, 17]",8,"[3, 4, 5, 6, 16, 18, 19, 20]",0,[],[],2,"[5.1781915000000005, 5.15842713]","[8, 10]",0,[],5,"[-4.663156144, -3.251306380000001, 4.297944340000001, 2.0, -1.5429959110000002]","[7, 9, 10, 17, 19]",8,"[4, 6, 8, 11, 13, 15, 16, 20]",2,"[1.8408329200000004, 8.786661599999999]","[12, 18]",3,"[5.336843856, 5.922720893999999, 2.035820659999999]","[3, 5, 14]",14,"[3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 19]",1,[15],0,[],3,"[5, 2, 5]","[6, 11, 20]",1,[-1],[13],13,"[12, 0, 0, 8, 1, 15, 3, 0, 7, 0, 19, 0, 14]","[3, 4, 5, 7, 8, 9, 10, 12, 14, 16, 17, 18, 19]"
7xbozwc7,p2sprhna,02_D1H2,0.019,0,[],10,"[-6.8218084999999995, -6.48667056, 0.7060172250000001, -9.83716961, -0.2939827749999999, -6.4916336, -3.176353640000002, -3.117515549, -5.17109537, -2.7956639600000006]","[4, 5, 6, 8, 9, 14, 15, 16, 18, 19]",7,"[3, 7, 11, 12, 13, 17, 20]",1,[-6.164290019999999],[10],0,[],[],0,[],9,"[-3.159250086, 2.7866615999999986, 18.0, 3.005446320000001, 16.0, 1.0, -5.128017829999999, 7.0, 6.0]","[3, 4, 5, 7, 10, 12, 13, 15, 18]",4,"[8, 9, 16, 20]",4,"[-7.3628743, -1.1243490399999985, 2.082577347, -2.647989195]","[6, 11, 14, 19]",1,[3.95285355],[17],15,"[3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20]",3,"[8, 9, 16]",0,[],0,[],[],1,[-4],[20],14,"[2, 5, 25, 1, 23, 1, 0, 28, 6, 0, 19, 10, 27, 0]","[3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 17, 18, 19]"
7xbozwc7,hsr2jnim,02_D1H2,0.019,0,[],6,"[-5.48005734, -12.174083629999998, -2.8328111699999994, -5.835183000000001, -5.48667056, -4.164290019999999]","[9, 11, 14, 17, 19, 20]",9,"[4, 5, 6, 10, 12, 13, 15, 16, 18]",3,"[-10.50321092, -9.1609729, -2.7767969800000003]","[3, 7, 8]",0,[],[],0,[],5,"[16.0, 18.0, 14.0, -11.647989195000001, 1.9227208939999993]","[5, 6, 8, 15, 20]",5,"[3, 7, 11, 17, 19]",1,[12.87198217],[13],7,"[3.875530263, 11.6371257, 5.869748797, 1.229276187, 6.869748797, 3.1913364600000005, 9.0]","[4, 9, 10, 12, 14, 16, 18]",16,"[3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20]",2,"[7, 17]",0,[],0,[],[],2,"[-1, -1]","[16, 19]",14,"[1, 1, 31, 44, 42, 29, 18, 1, 7, 5, 10, 2, 4, 2]","[3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20]"
7xbozwc7,8pksllrk,02_D1H2,0.019,0,[],5,"[-8.507837389999999, -6.840310280000001, 0.8486474800000003, -3.8415728700000003, -0.17269891999999842]","[6, 10, 12, 16, 18]",12,"[3, 4, 5, 7, 8, 9, 11, 13, 14, 15, 17, 20]",0,[],[],1,[5.173643250000001],[19],0,[],9,"[4.005446320000001, 8.0, 8.61810328, -3.1302512030000003, 6.297944340000001, 3.1913364600000005, 6.14779549, 12.0, 14.0]","[4, 5, 7, 8, 10, 11, 12, 16, 17]",4,"[3, 6, 14, 15]",2,"[2.3089760100000003, 1.6371257000000004]","[9, 19]",3,"[5.72195589, 8.99593199, 2.748693619999999]","[13, 18, 20]",16,"[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",2,"[6, 14]",0,[],0,[],[],1,[-2],[20],15,"[2, 24, 23, 32, 1, 0, 28, 10, 21, 19, 1, 18, 23, 19, 1]","[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19]"
p66lw61j,vkzrxhgy,02_D2H1,0.019,0,[],8,"[-6.832811169999999, -2.503210920000001, -4.50110707, -0.5065158499999995, -1.1335391020000003, -1.8218084999999995, -1.1726989199999984, 1.8273010800000016]","[6, 7, 13, 14, 15, 18, 19, 20]",9,"[3, 4, 5, 9, 10, 11, 12, 16, 17]",1,[-0.17529117999999855],[8],0,[],[],0,[],9,"[15.0, 7.086304630000001, 18.0, 12.0, 9.875650960000002, 1.1913364600000005, 9.0, 2.457004089, 11.72195589]","[3, 5, 6, 10, 11, 14, 15, 18, 19]",2,"[9, 17]",3,"[0.510446408, -0.556480764, 3.8408329200000004]","[8, 13, 20]",4,"[0.8755302629999999, 11.45497431, 3.005446320000001, 9.035820659999999]","[4, 7, 12, 16]",18,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,[],0,[],0,[],[],0,[],[],18,"[36, 6, 21, 34, 3, 0, 0, 31, 10, 14, 0, 7, 9, 25, 0, 18, 24, 0]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]"
p66lw61j,0yrbr2jx,02_D2H1,0.019,0,[],5,"[20.49678908, 11.823646359999998, 3.496789079999999, 8.827301080000002, 7.495009339999999]","[8, 9, 13, 15, 17]",10,"[3, 4, 5, 6, 7, 11, 12, 16, 19, 20]",0,[],[],3,"[8.85599626, 1.706017225, 5.82890463]","[10, 14, 18]",0,[],7,"[11.14779549, 2.352010805, 11.00544632, 16.0, 8.6371257, 8.53914137, 6.922720893999999]","[4, 7, 10, 12, 18, 19, 20]",4,"[6, 8, 9, 16]",1,[13.29794434],[14],6,"[6.454974310000001, 0.933487311, 11.29794434, 16.20174179, 0.5391413699999994, 2.7866615999999986]","[3, 5, 11, 13, 15, 17]",15,"[3, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",1,[6],0,[],2,"[6, 15]","[5, 9]",1,[-7],[8],14,"[21, 32, 16, 26, 28, 41, 36, 32, 12, 0, 23, 23, 22, 16]","[3, 4, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]"
p66lw61j,0suguw8d,02_D2H1,0.019,0,[],9,"[5.4934841500000005, 7.5083664, 0.16481699999999933, 4.882484451, 2.157319379999997, 6.529180545999999, 10.8390271, 9.161142170000002, 3.4934841500000005]","[4, 5, 9, 10, 11, 12, 15, 16, 18]",6,"[3, 7, 14, 17, 19, 20]",1,[5.22320302],[13],2,"[4.22320302, 1.157319379999997]","[6, 8]",0,[],4,"[3.0, 9.14779549, 14.0, 1.352010805]","[3, 4, 7, 12]",8,"[6, 9, 10, 13, 14, 17, 18, 20]",2,"[9.14779549, 2.9227208939999993]","[8, 11]",4,"[18.03582066, 8.53914137, 17.45497431, 11.14779549]","[5, 15, 16, 19]",14,"[3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 19, 20]",4,"[9, 10, 17, 18]",0,[],0,[],[],1,[-1],[20],13,"[29, 30, 17, 0, 8, 2, 13, 0, 0, 5, 19, 32, 28]","[3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 19]"
p66lw61j,7y3cxxg5,02_D2H1,0.019,0,[],7,"[2.492162610000001, -6.172698919999998, -8.175291179999999, -2.842680620000003, 9.15968972, 8.504506070000001, 6.830783570000001]","[7, 12, 16, 17, 18, 19, 20]",8,"[3, 4, 5, 8, 9, 11, 14, 15]",1,[0.9642543030000001],[6],2,"[0.9642543030000001, 4.84864748]","[10, 13]",0,[],5,"[5.995931990000001, 6.72195589, 8.74869362, 8.43752828, 3.4549743100000008]","[4, 6, 9, 17, 20]",8,"[3, 5, 7, 10, 12, 14, 18, 19]",2,"[9.30897601, -0.329790842]","[13, 16]",3,"[0.22927618699999996, 0.2017417899999998, 4.72195589]","[8, 11, 15]",15,"[3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20]",2,"[14, 18]",0,[],1,[6],[8],5,"[-1, -1, -1, -4, -6]","[7, 12, 15, 16, 19]",10,"[17, 2, 0, 28, 27, 0, 11, 24, 13, 26]","[3, 4, 5, 6, 9, 10, 11, 13, 17, 20]"
p66lw61j,41n967vf,02_D2H1,0.019,1,[19],10,"[6.15842713, -2.1642900199999993, 8.15968972, 7.164816999999999, 14.82890463, 6.501418510000001, 2.909756068, 11.823646359999998, 9.82890463, 6.192386920000001]","[3, 6, 7, 8, 10, 11, 12, 16, 17, 18]",4,"[4, 9, 15, 20]",0,[],[],3,"[0.8664608979999997, 9.19238692, 3.542947659]","[5, 13, 14]",0,[],6,"[4.457004089, 7.20174179, 2.95285355, 4.457004089, 10.786661599999999, 3.4549743100000008]","[4, 7, 8, 9, 15, 19]",4,"[3, 17, 18, 20]",3,"[11.19133646, 0.45497431000000077, 2.510446408]","[5, 6, 12]",5,"[0.4083162610000004, 3.3368438559999998, 0.670209158, 2.4549743100000008, 5.005446320000001]","[10, 11, 13, 14, 16]",15,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19]",3,"[17, 18, 20]",0,[],0,[],[],0,[],[],15,"[2, 2, 5, 1, 14, 13, 20, 6, 9, 3, 5, 18, 30, 2, 17]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19]"
p66lw61j,fw9d7pe1,02_D2H1,0.019,0,[],6,"[-5.504990660000001, 1.5014185100000006, 5.835709980000001, -4.507837389999999, -2.1692164299999988, 1.5014185100000006]","[3, 5, 9, 11, 12, 20]",7,"[6, 7, 8, 13, 16, 17, 18]",1,[-5.503210920000001],[19],4,"[1.1671888300000006, 15.504506070000001, 0.528582265, 2.1671888300000006]","[4, 10, 14, 15]",0,[],7,"[8.20174179, 2.3368438559999998, 5.14779549, -3.42441758, -5.128017829999999, 1.0358206599999988, -2.702055659999999]","[3, 5, 9, 10, 11, 13, 17]",1,[7],4,"[-2.0040680099999992, -3.159250086, -0.4460559129999999, -4.646653697]","[12, 14, 15, 16]",6,"[1.3934859960000008, 9.74869362, 2.840749914, 7.539141369999999, 15.57558242, 10.87198217]","[4, 6, 8, 18, 19, 20]",16,"[3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",1,[7],0,[],1,[16],[4],0,[],[],16,"[24, 6, 19, 5, 26, 17, 14, 5, 24, 1, 0, 0, 8, 21, 36, 13]","[3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]"
